Date,Applicant_Name,NGO_Name,City_Town_Village,Project_Name,Requested_Amount_PKR,Legitimate_Estimate_PKR,Fraud_Type,Fraud_Indicator,Population_Census_Record,Invoice_ID,Vendor_Name,Bank_Reference_No,Bank_Name,Is_Fraud
9/2/2022,Usman Hussain,Sahara Development Foundation,Nowshera,Disaster Relief Rapid Response in Basic Needs,"Rs 936,700","Rs 936,678",Approved,Compliant with Guidelines,"1,796,151",INV-B5OEQXAD,Rashan Wholesell Dealer,BR-SCB-5372230682,Standard Chartered Pakistan,FALSE
10/20/2023,Rabia Saleem,Nishat Welfare Organization,Sialkot,Aggriculture and Farming Growth in Rural Area,"Rs 3,783,500","Rs 3,783,500",Approved,Compliant with Guidelines,"835,337",INV-9GXEKBZC,Pakarab Agri Fertilizers Limited,BR-HBL-9153650537,Habib Bank Limited,FALSE
7/11/2024,Omar Malik,Sahara Development Foundation,Chaman,Livelihoods: Small Business Grants,"Rs 1,788,800","Rs 1,788,800",Approved,Compliant with Guidelines,"98,231",INV-I5N6DBXF,Khan Sahib Cattles,BR-ALF-7731051568,Bank Alfalah,FALSE
1/8/2024,Nabeel Qureshi,Sahara Development Foundation,Sukkur,Tree-Plantation & Greenery Initiative,"Rs 417,300","Rs 417,300",Approved,Compliant with Guidelines,"551,357",INV-8B3UMAM0,Metro Office Solutions,BR-SCB-4492454879,Standard Chartered Pakistan,FALSE
6/23/2024,Hassan Mirza,Green Villages Pakistan,Killa Saifullah,Covid-19 Awareness & Vaccination Support,"Rs 2,415,100","Rs 2,415,100",Approved,Compliant with Guidelines,"670,042",INV-DEPCGWLU,Nishat Pharmacy Ltd,BR-SCB-1363392847,Standard Chartered Pakistan,FALSE
9/21/2024,Hira Sheikh,Roshan Welfare Trust,Peshawar,Girls EDUCATION Drive,"Rs 666,600","Rs 666,600",Approved,Compliant with Guidelines,"1,905,975",INV-K820PS5I,PakTech Equipments ,BR-SCB-9148179485,Standard Chartered Pakistan,FALSE
1/5/2021,Mehwish Butt,Green Villages Pakistan,Lahore,Small Handmade Craft Businesses,"Rs 11,836,700","Rs 11,836,656",Approved,Compliant with Guidelines,"13,004,135",INV-JNX894I1,BlueSky Logistics Company,BR-NBP-9314284233,National Bank of Pakistan,FALSE
6/2/2021,Zara Abbasi,Naya Umeed NGO,Gujranwala,Got. Girls College EDUCATION Program,"Rs 1,460,900","Rs 923,852",Approved,Compliant with Guidelines,"11,126,285",INV-RZLCH2XR,Sunrise Stationers & Books,BR-UBL-1236214686,United Bank Limited,FALSE
8/9/2022,Sana Sheikh,Sehat & Taleem Initiative,Abbottabad,Rural High School Rehabilitation,"Rs 377,300","Rs 377,300",Approved,Compliant with Guidelines,"234,395",INV-8XC609YZ,United Education & Relief Vendors,BR-SCB-1035494057,Standard Chartered Pakistan,FALSE
4/27/2021,Ali Qureshi,Sahara Development Foundation,Rawalpindi,Disaster Relief Rapid Response in Rehabilitation,"Rs 484,000",Rs 484.000,Approved,Compliant with Guidelines,"3,357,612",INV-Y0V3CMUE,United Medical & Relief Vendors,BR-ALF-5607473366,Bank Alfalah,FALSE
8/8/2022,Zara Mirza,Roshan Welfare Trust,Haripur,Polio Vaccination Awareness Program,"Rs 3,794,800","Rs 3,794,800",Approved,Compliant with Guidelines,"20,042",INV-PGX409WN,Bright Future Printers,BR-FBL-3427636311,Faysal Bank,FALSE
5/4/2023,Imran Shah,Roshan Welfare Trust,Faisalabad,Community Health Camps,"Rs 6,657,800","Rs 6,657,800",Approved,Compliant with Guidelines,"3,691,999",INV-925UAK3J,BlueSky Logistics Company,BR-NBP-5927639251,National Bank of Pakistan,FALSE
6/23/2023,Ali Hussain,Green Villages Pakistan,Sialkot,Clean Water & Sanitation Project,"Rs 124,500","Rs 124,500",Approved,Compliant with Guidelines,"835,337",INV-3UZ3AOEA,Sunrise Stationers & Books,BR-ASK-2424115543,Askari Bank,FALSE
8/22/2022,Sana Shah,Roshan Welfare Trust,Quetta,Community Health Camps,"Rs 1,188,200","Rs 693,102",Approved,Compliant with Guidelines,"1,565,546",INV-6YHTXP25,GreenLeaf Construction,BR-MCB-7905553485,MCB Bank Limited,FALSE
9/10/2021,Sana Abbasi,Naya Umeed NGO,Multan,Maternal and Child Health Outreach,"Rs 5,769,500","Rs 5,769,500",Approved,Compliant with Guidelines,"1,871,843",INV-1WJX3XYR,PakTech Equipments,BR-MEBL-1156005331,Meezan Bank,FALSE
2/15/2023,Aisha Butt,Roshan Welfare Trust,Peshawar,Community Health Camps,"Rs 820,300","Rs 557,422",Procurement & Vendor Fraud,Multiple claims for same expense,"1,905,975",INV-3PC0OXIH,GreenLeaf Construction,BR-MEBL-3523552921,Meezan Bank,TRUE
6/26/2024,Fahad Shah,Sehat & Taleem Initiative,Rawalpindi,Maternal and Child Health Outreach,"Rs 842,400","Rs 842,400",Approved,Compliant with Guidelines,"3,357,612",INV-42KQCFCH,Al-Faisal Supplies,BR-ASK-1162809423,Askari Bank,FALSE
11/21/2021,Aisha Ahmed,Green Villages Pakistan,Multan,Girls EDUCATION Drive,"Rs 106,200","Rs 106,200",Approved,Compliant with Guidelines,"2,215,381",INV-XFCHIZ6W,BlueSky Logistics Company,BR-MEBL-8393955591,Meezan Bank,FALSE
12/15/2021,Yasir Raza,Sehat & Taleem Initiative,Attock,Disaster Relief Rapid Response,"Rs 1,862,300","Rs 1,862,255",Approved,Compliant with Guidelines,"208,401",INV-9DO70IU7,United Medical & Relief Vendors,BR-UBL-7140446658,United Bank Limited,FALSE
3/22/2021,Ali Raza,Sahara Development Foundation,Gwadar,Rural School Rehabilitation,"Rs 10,401,900","Rs 10,401,900",Approved,Compliant with Guidelines,"1,001,205",INV-OJGZACF0,PAK-China Logistics Company,BR-UBL-7794925426,United Bank Limited,FALSE
9/27/2021,Nabeel Qureshi,Sahara Development Foundation,Rawalpindi,Tree-Plantation & Greenery Initiative,"Rs 139,100","Rs 139,047",Approved,Compliant with Guidelines,"3,357,612",INV-12XC6VI7,Metro Office Solutions,BR-FBL-7884569533,Faysal Bank,FALSE
1/7/2022,Hira Qureshi,Naya Umeed NGO,Sukkur,Rural School Rehabilitation,"Rs 3,142,200","Rs 3,142,200",Approved,Compliant with Guidelines,"1,625,467",INV-491RZ84E,GreenLeaf Construction,BR-HBL-7762964139,Habib Bank Limited,FALSE
11/16/2023,Nabeel Abbasi,Naya Umeed NGO,Peshawar,Livelihoods: Small Business Grants,"Rs 99,800","Rs 99,800",Approved,Compliant with Guidelines,"1,905,975",INV-BEC41RN9,EduServe Publishers,BR-HBL-6042194153,Habib Bank Limited,FALSE
5/10/2024,Sana Butt,Sehat & Taleem Initiative,Sukkur,Clean Water & Sanitation Project,"Rs 220,200","Rs 220,200",Approved,Compliant with Guidelines,"1,625,467",INV-63XVFIUD,Metro Office Solutions,BR-SCB-2330340425,Standard Chartered Pakistan,FALSE
5/27/2024,Hassan Farooq,Sahara Development Foundation,Sialkot,Clean Water & Sanitation Project,"Rs 68,800","Rs 68,800",Approved,Compliant with Guidelines,"835,337",INV-KWTEJTUI,GreenLeaf Construction,BR-ASK-1830878405,Askari Bank,FALSE
5/18/2021,Sana Sheikh,Green Villages Pakistan,Loralai Town,Covid-19 Awareness & Vaccination Support,"Rs 7,597,600","Rs 7,597,600",Approved,Compliant with Guidelines,"19,700",INV-RGSL55X9,Nabeel Pharmecy Dealer,BR-FBL-3477683736,Faysal Bank,FALSE
8/22/2024,Hira Farooq,Green Villages Pakistan,Lasbela,Covid-19 Awareness & Vaccination Support,"Rs 640,400","Rs 640,354",Approved,Compliant with Guidelines,"298,211",INV-S518IA77,Nabeel Pharmecy Dealer,BR-UBL-4263779378,United Bank Limited,FALSE
4/16/2024,Sana Butt,Roshan Welfare Trust,Rawalpindi,Clean Water & Sanitation Project,"Rs 9,589,000","Rs 9,589,000",Approved,Compliant with Guidelines,"3,357,612",INV-ULV1J308,United Medical & Relief Vendors,BR-SCB-6401132409,Standard Chartered Pakistan,FALSE
3/3/2021,Aisha Farooq,Roshan Welfare Trust,Rawalpindi,Covid-19 Awareness & Vaccination Support,"Rs 1,920,700","Rs 1,920,700",Approved,Compliant with Guidelines,"3,357,612",INV-88GXWDPA,EduServe Publishers,BR-ASK-8534851295,Askari Bank,FALSE
5/30/2024,Aisha Mirza,Sehat & Taleem Initiative,Abbottabad,Tree-Plantation & Greenery Initiative,"Rs 5,872,800","Rs 5,872,800",Approved,Compliant with Guidelines,"234,395",INV-LJM6C7LU,EduServe Publishers,BR-ABL-0440865855,Allied Bank,FALSE
10/18/2021,Hassan Ahmed,Naya Umeed NGO,Rawalpindi,Maternal and Child Health Outreach,"Rs 83,500","Rs 83,500",Approved,Compliant with Guidelines,"3,357,612",INV-7KFN8K6P,SafeHands Pharmaceuticals Ltd,BR-HBL-4292877941,Habib Bank Limited,FALSE
2/14/2021,Mubashir Sheikh,Green Villages Pakistan,Rawalpindi,Livelihoods: Small Business Grants,"Rs 51,000","Rs 51,000",Approved,Compliant with Guidelines,"3,357,612",INV-KHY7I0YC,GreenLeaf Construction,BR-FBL-3349439542,Faysal Bank,FALSE
7/31/2021,Omar Javed,Roshan Welfare Trust,Multan,Disaster Relief Rapid Response,"Rs 630,100","Rs 630,100",Approved,Compliant with Guidelines,"2,215,381",INV-MBBXDO7N,BlueSky Logistics Company,BR-ALF-2837684630,Bank Alfalah,FALSE
4/19/2021,Yasir Abbasi,Green Villages Pakistan,Karachi,Clean Water & Sanitation Project,"Rs 5,928,400","Rs 5,928,400",Approved,Compliant with Guidelines,"18,870,000",INV-3XI3C7G0,Al-Faisal Supplies,BR-HBL-1685650698,Habib Bank Limited,FALSE
11/18/2021,Hira Butt,Naya Umeed NGO,Abbottabad,Tree-Plantation & Greenery Initiative,"Rs 83,000","Rs 83,000",Approved,Compliant with Guidelines,"234,395",INV-5BEKTJEP,Plantation Sales,BR-FBL-4242341519,Faysal Bank,FALSE
3/16/2024,Nadia Abbasi,Roshan Welfare Trust,Abbottabad,Clean Water & Sanitation Project,"Rs 3,909,700","Rs 3,909,700",Approved,Compliant with Guidelines,"234,395",INV-26G5IUVW,GreenLeaf Construction,BR-HBL-7004975135,Habib Bank Limited,FALSE
7/5/2024,Omar Malik,Roshan Welfare Trust,Dera Bugti,Rural School Rehabilitation ,"Rs 797,400","Rs 796,385",Approved,Compliant with Guidelines,"1,970,042",INV-ZH4YYBKH,SafeHands Developers,BR-MCB-4613334227,MCB Bank Limited,FALSE
7/11/2024,Sana Sheikh,Sehat & Taleem Initiative,Abbottabad,Vocational Training for Youth,"Rs 158,400","Rs 158,400",Approved,Compliant with Guidelines,"234,395",INV-NS54GWDF,Sunrise Stationers & Books,BR-ASK-6308350651,Askari Bank,FALSE
10/5/2023,Mehwish Khan,Sahara Development Foundation,Sukkur,Community Health Camps,"Rs 1,290,600","Rs 1,290,600",Approved,Compliant with Guidelines,"1,625,467",INV-62ZLLT99,United Medical & Relief Vendors,BR-ASK-0856936324,Askari Bank,FALSE
7/31/2021,Nabeel Anwar,Roshan Welfare Trust,Faisalabad,Community Health Camps,"Rs 125,400","Rs 125,400",Approved,Compliant with Guidelines,"3,691,999",INV-16185IBJ,EduServe Publishers,BR-ALF-7865067354,Bank Alfalah,FALSE
6/19/2022,Ali Malik,Roshan Welfare Trust,Turbat,Tree-Plantation & Greenery Initiative,"Rs 219,100","Rs 219,056",Approved,Compliant with Guidelines,"268,625",INV-PT6AAR17,Flowers and Plants Garden ,BR-ASK-1137900720,Askari Bank,FALSE
11/3/2021,Sana Abbasi,Roshan Welfare Trust,Karachi,Tree-Plantation & Greenery Initiative,"Rs 423,500","Rs 423,458",Approved,Compliant with Guidelines,"18,870,000",INV-IAJN3MLE,Sunrise Plants,BR-ABL-8626868476,Allied Bank,FALSE
9/16/2023,Ali Khan,Sahara Development Foundation,Rawalpindi,Rural School Rehabilitation,"Rs 5,920,300","Rs 5,920,300",Approved,Compliant with Guidelines,"3,357,612",INV-MYGKNDR0,PakTech Equipments,BR-HBL-7722970787,Habib Bank Limited,FALSE
2/26/2022,Hassan Sheikh,Naya Umeed NGO,Faisalabad,IT Training Center for Youth in Rural Area,"Rs 133,900","Rs 133,900",Approved,Compliant with Guidelines,"3,691,999",INV-11SXXRPP,Sunrise Stationers & Books,BR-FBL-7468105145,Faysal Bank,FALSE
2/3/2024,Imran Ahmed,Naya Umeed NGO,Lahore,Maternal and Child Health Outreach,"Rs 223,900","Rs 223,900",Approved,Compliant with Guidelines,"13,004,135",INV-S924W7W8,SafeHands Pharmaceuticals Ltd,BR-FBL-9240598999,Faysal Bank,FALSE
7/5/2024,Mehwish Qureshi,Roshan Welfare Trust,Lahore,Livelihoods: Small Business Grants,"Rs 2,632,000","Rs 989,547",Grant Application Fraud,Vendor is related party,"13,004,135",INV-D1ZODXRK,Metro Office Solutions,BR-MCB-2085311003,MCB Bank Limited,TRUE
11/3/2021,Imran Ahmed,Sehat & Taleem Initiative,Peshawar,Health Training for Youth Girls,"Rs 2,137,500","Rs 2,137,455",Approved,Compliant with Guidelines,"1,905,975",INV-YJ5N860A,SafeHands Pharmaceuticals Ltd,BR-ALF-2493213414,Bank Alfalah,FALSE
2/7/2021,Sana Malik,Green Villages Pakistan,Multan,Community Health Camps,"Rs 695,900","Rs 695,900",Approved,Compliant with Guidelines,"2,215,381",INV-8NKRZ25Y,PakTech Equipments,BR-FBL-4187959769,Faysal Bank,FALSE
3/15/2024,Yasir Shah,Green Villages Pakistan,Pasni,Girls Health Drive Long Term Program,"Rs 1,028,400","Rs 1,028,330",Approved,Compliant with Guidelines,"43,494",INV-ZRBZIRJY,United Medical & Relief Vendors,BR-ASK-2005571960,Askari Bank,FALSE
5/2/2023,Fatima Raza,Nishat Welfare Organization,Dera Ismail Khan,Disaster Relief Rapid Response of Children,"Rs 4,640,100","Rs 4,640,100",Approved,Compliant with Guidelines,"67,231",INV-1W5ZS9BK,Bright Future Printers,BR-ALF-7048198292,Bank Alfalah,FALSE
11/1/2024,Nabeel Sheikh,Green Villages Pakistan,Karachi,Children High Education Program,"Rs 292,900","Rs 292,868",Approved,Compliant with Guidelines,"18,870,000",INV-52YGQYMH,EduServe Publishers,BR-MCB-8382112965,MCB Bank Limited,FALSE
6/17/2021,Ali Butt,Sehat & Taleem Initiative,Shikarpur,Govt. Girls EDUCATION Program,"Rs 713,900","Rs 713,815",Approved,Compliant with Guidelines,"551,357",INV-3FO1YPIS,SafeHands Developers,BR-UBL-5772926871,United Bank Limited,FALSE
7/24/2022,Mehwish Abbasi,Roshan Welfare Trust,Faisalabad,Covid-19 Awareness & Vaccination Support,"Rs 517,100","Rs 517,100",Approved,Compliant with Guidelines,"3,691,999",INV-6CBC5TNL,SafeHands Pharmaceuticals Ltd,BR-MEBL-9852581688,Meezan Bank,FALSE
10/29/2022,Aisha Sheikh,Sehat & Taleem Initiative,Kamber Shahdadkot,Computer Training Centers for Youth ,"Rs 84,700","Rs 84,700",Approved,Compliant with Guidelines,"171,843",INV-B103GW7S,Sony Computer Supplies,BR-ASK-2331886082,Askari Bank,FALSE
10/18/2024,Fahad Javed,Green Villages Pakistan,Hyderabad,Disaster Relief Rapid Response for Roral Area,"Rs 4,992,500","Rs 4,992,488",Approved,Compliant with Guidelines,"1,968,000",INV-RKWWCF5D,Metro Office Solutions,BR-MCB-3272741323,MCB Bank Limited,FALSE
6/27/2024,Bilal Abbasi,Green Villages Pakistan,Sialkot,Disaster Relief Rapid Response,"Rs 371,300","Rs 371,300",Approved,Compliant with Guidelines,"835,337",INV-2TEJ0U0V,PakTech Equipments,BR-ALF-3519782216,Bank Alfalah,FALSE
12/17/2024,Khadija Saleem,Roshan Welfare Trust,Turbat,Livelihoods: Small Business Grants,"Rs 89,300","Rs 89,300",Approved,Compliant with Guidelines,"268,625",INV-OU0ZE3LN,Fahim Cattle Farm House,BR-ALF-0062193140,Bank Alfalah,FALSE
6/8/2022,Sana Butt,Sehat & Taleem Initiative,Turbat,Rural Govt. School Rehabilitation,"Rs 1,231,000","Rs 1,231,000",Approved,Compliant with Guidelines,"268,625",INV-9S151VL9,BlueSky Logistics Company,BR-SCB-9509651010,Standard Chartered Pakistan,FALSE
2/17/2021,Zara Abbasi,Green Pakistan Welfare,Abbottabad,Clean Water & Sanitation Project,"Rs 12,277,600","Rs 12,277,600",Approved,Compliant with Guidelines,"234,395",INV-F4OHEUN5,PAK-RO Water Plant,BR-SCB-1361649724,Standard Chartered Pakistan,FALSE
10/24/2023,Usman Butt,Sahara Development Foundation,Dera Bugti,Girls EDUCATION Centers,"Rs 6,467,700","Rs 6,467,700",Approved,Compliant with Guidelines,"1,970,042",INV-8804XXU4,BlueSky Logistics Company,BR-UBL-4281474469,United Bank Limited,FALSE
1/7/2023,Mehwish Javed,Sahara Development Foundation,Sibi,Maternal and Child Health Centers,"Rs 907,900","Rs 907,900",Approved,Compliant with Guidelines,"3,204,726",INV-B7AC6DK5,GreenLeaf Construction,BR-FBL-8587547751,Faysal Bank,FALSE
1/27/2022,Khadija Butt,Sahara Development Foundation,Lahore,Tree-Plantation & Greenery Initiative,"Rs 2,283,500","Rs 2,283,500",Approved,Compliant with Guidelines,"13,004,135",INV-4MLJZFUD,Sawara Garden,BR-NBP-2610438187,National Bank of Pakistan,FALSE
8/15/2024,Imran Hussain,Sehat & Taleem Initiative,Ormara,Maternal and Child Health Outreach,"Rs 107,100","Rs 107,100",Approved,Compliant with Guidelines,"65,222",INV-IZ1BNZHO,Bright Future Printers,BR-SCB-4289062686,Standard Chartered Pakistan,FALSE
1/3/2021,Ali Mirza,Sehat & Taleem Initiative,Bahawalpur,Girls & Boys EDUCATION Plan,"Rs 380,900","Rs 380,860",Approved,Compliant with Guidelines,"903,795",INV-0B3CIPTN,BlueSky Logistics Company,BR-MEBL-7001778453,Meezan Bank,FALSE
11/6/2023,Imran Abbasi,Roshan Welfare Trust,Sajawal,Maternal and Child Health Outreach,"Rs 3,650,200","Rs 3,650,123",Approved,Compliant with Guidelines,"11,843",INV-W7JUGKZE,SafeHands Pharmaceuticals Ltd,BR-ABL-0262167680,Allied Bank,FALSE
10/26/2022,Nadia Butt,Sehat & Taleem Initiative,Larkana,Govt. School Rehabilitation,"Rs 2,536,200","Rs 2.536,190",Approved,Compliant with Guidelines,"1,970,042",INV-N646UW7Y,PakTech Equipments,BR-HBL-1450210155,Habib Bank Limited,FALSE
1/27/2021,Khadija Shah,Roshan Welfare Trust,Haripur,Covid-19 Awareness & Vaccination Support,"Rs 1,970,500","Rs 1,970,500",Approved,Compliant with Guidelines,"20,042",INV-OTX76D2K,SafeHands Pharmaceuticals Ltd,BR-NBP-6311288550,National Bank of Pakistan,FALSE
12/25/2022,Zara Khan,Sahara Development Foundation,Multan,IT Training Center for Youth in Rural Area,"Rs 10,224,700","Rs 10,224,700",Approved,Compliant with Guidelines,"2,215,381",INV-4E82XEU7,Sony Computer Supplies,BR-ASK-2885067041,Askari Bank,FALSE
9/17/2024,Imran Hussain,Roshan Welfare Trust,Abbottabad,Livelihoods: Small Business Grants,"Rs 477,300","Rs 477,300",Approved,Compliant with Guidelines,"234,395",INV-AD78QIG6,EduServe Publishers,BR-SCB-3201968395,Standard Chartered Pakistan,FALSE
8/21/2021,Mehwish Hussain,Sahara Development Foundation,Quetta,Vocational Training for Youth in Rural Area,"Rs 10,927,000","Rs 10,927,000",Approved,Compliant with Guidelines,"1,565,546",INV-U22EFTIX,Metro Office Solutions,BR-NBP-1991791946,National Bank of Pakistan,FALSE
1/24/2021,Mubashir Butt,Green Villages Pakistan,Faisalabad,Girls EDUCATION Drive,"Rs 1,528,000","Rs 1,148,793",Procurement & Vendor Fraud,Invoices lack vendor contact details,"3,691,999",INV-KL5EZ2A5,United Medical & Relief Vendors,BR-MEBL-3910208884,Meezan Bank,TRUE
12/19/2024,Omar Javed,Naya Umeed NGO,Sialkot,Maternal and Child Health Outreach,"Rs 151,600","Rs 151,600",Approved,Compliant with Guidelines,"835,337",INV-PJF9899F,PakTech Equipments,BR-HBL-3780566195,Habib Bank Limited,FALSE
2/5/2022,Khadija Farooq,Roshan Welfare Trust,Abbottabad,Tree-Plantation & Greenery Initiative,"Rs 4,377,900","Rs 4,377,800",Approved,Compliant with Guidelines,"234,395",INV-VBFEJRK2,GreenLeaf Garden and Plantation,BR-SCB-9054039612,Standard Chartered Pakistan,FALSE
9/10/2022,Hira Saleem,Sehat & Taleem Initiative,Dera Ismail Khan,Covid-19 Awareness & Vaccination Support,"Rs 2,412,300","Rs 2,412,256",Approved,Compliant with Guidelines,"67,231",INV-0SD7SBZ7,Pak-Medical Equipments,BR-ASK-9415902106,Askari Bank,FALSE
10/14/2024,Sana Shah,Roshan Welfare Trust,Peshawar,Disaster Relief Rapid Response,"Rs 3,007,200","Rs 3,007,200",Approved,Compliant with Guidelines,"1,905,975",INV-D2AOBLJ0,EduServe Publishers,BR-NBP-8193761746,National Bank of Pakistan,FALSE
10/6/2022,Hassan Farooq,Sehat & Taleem Initiative,Nowshera,Disaster Relief Rapid Response in Aggriculture,"Rs 2,480,600","Rs 2,480,600",Approved,Compliant with Guidelines,"38,231",INV-YEKV2DY4,SafeHands Aggriculture Fertilizers,BR-ABL-4536678601,Allied Bank,FALSE
6/22/2023,Hassan Shah,Sehat & Taleem Initiative,Abbottabad,Maternal and Child Health Outreach,"Rs 1,055,500","Rs 1,055,500",Approved,Compliant with Guidelines,"234,395",INV-GC3V8MO2,SafeHands Pharmaceuticals Ltd,BR-MEBL-5891721469,Meezan Bank,FALSE
6/2/2023,Hassan Ahmed,Roshan Welfare Trust,Moro City,Covid-19 Awareness & Vaccination Support,"Rs 251,200","Rs 358,200",Approved,Compliant with Guidelines,"65,222",INV-2TN8B8ZU,Pak-Medical Equipments,BR-ALF-2158268273,Bank Alfalah,FALSE
12/18/2021,Fahad Anwar,Roshan Welfare Trust,Rawalpindi,Disaster Relief Rapid Response in School,"Rs 358,200","Rs 358,200",Approved,Compliant with Guidelines,"3,357,612",INV-HRWWNQA4,Sunrise Stationers & Books,BR-MEBL-6543640468,Meezan Bank,FALSE
1/18/2024,Yasir Khan,Sehat & Taleem Initiative,Lahore,Community Health Camps,"Rs 429,000","Rs 429,000",Approved,Compliant with Guidelines,"13,004,135",INV-PIQJPBOF,Sunrise Stationers & Books,BR-UBL-7243982836,United Bank Limited,FALSE
10/18/2023,Nadia Javed,Naya Umeed NGO,Sukkur,Vocational Training for Youth,"Rs 486,000","Rs 486,000",Approved,Compliant with Guidelines,"1,625,467",INV-98IBOQ18,Sunrise Stationers & Books,BR-ALF-6295530779,Bank Alfalah,FALSE
11/22/2024,Bilal Ahmed,Green Villages Pakistan,Karachi,Small Businesses And Development for Women,"Rs 52,400","Rs 52,400",Approved,Compliant with Guidelines,"18,870,000",INV-H6TC45PI,Ali Garments and Decore,BR-NBP-5717087797,National Bank of Pakistan,FALSE
3/5/2024,Omar Butt,Roshan Welfare Trust,JAN Muhannad Ghot,Vocational Training for Youth,"Rs 1,474,800","Rs 1,474,758",Approved,Compliant with Guidelines,"9,456",INV-TO2VDSIZ,Al-Faisal Supplies,BR-HBL-2217652104,Habib Bank Limited,FALSE
9/17/2022,Zara Khan,Naya Umeed NGO,Peshawar,Rural School Rehabilitation,"Rs 197,200","Rs 197,100",Approved,Compliant with Guidelines,"1,905,975",INV-7Y95CPQR,SafeHands Construction,BR-MCB-8699309119,MCB Bank Limited,FALSE
9/11/2021,Imran Farooq,Naya Umeed NGO,Quetta,Rural School Rehabilitation,"Rs 1,648,500","Rs 1,648,500",Approved,Compliant with Guidelines,"1,565,546",INV-FL8MPJ4Z,PakTech Equipments,BR-HBL-6297138210,Habib Bank Limited,FALSE
4/14/2021,Hira Butt,Roshan Welfare Trust,Karachi,Disaster Relief Rapid Response,"Rs 2,483,500","Rs 2,483,500",Approved,Compliant with Guidelines,"18,870,000",INV-WPD1OTXS,Metro Office Solutions,BR-HBL-9910461724,Habib Bank Limited,FALSE
4/6/2024,Sana Mirza,Green Villages Pakistan,Multan,Rural School Rehabilitation,"Rs 64,200","Rs 64,200",Approved,Compliant with Guidelines,"2,215,381",INV-A2MT4C46,Sunrise Stationers & Books,BR-ABL-0766355708,Allied Bank,FALSE
2/19/2024,Zara Anwar,Naya Umeed NGO,Peshawar,Disaster Relief Rapid Response,"Rs 9,036,400","Rs 9,036,400",Approved,Compliant with Guidelines,"1,905,975",INV-N2ELMV5E,Sunrise Stationers & Books,BR-ALF-4486142507,Bank Alfalah,FALSE
4/15/2023,Usman Saleem,Green Villages Pakistan,Sukkur,Tree-Plantation & Greenery Initiative,"Rs 293,400","Rs 293,400",Approved,Compliant with Guidelines,"1,625,467",INV-O4P0K9K2,PakTech Equipments,BR-MEBL-3229119574,Meezan Bank,FALSE
3/9/2024,Hassan Ahmed,Sehat & Taleem Initiative,Faisalabad,Maternal and Child Health Outreach,"Rs 117,000","Rs 117,000",Approved,Compliant with Guidelines,"3,691,999",INV-1VVWUSXS,United Medical & Relief Vendors,BR-MCB-0470211842,MCB Bank Limited,FALSE
9/30/2023,Fahad Mirza,Roshan Welfare Trust,Multan,Small Businesses And Development for Women,"Rs 147,700","Rs 147,652",Approved,Compliant with Guidelines,"2,215,381",INV-LMUXFZJD,Metro Office Solutions,BR-ABL-5303178668,Allied Bank,FALSE
9/27/2022,Usman Shah,Sahara Development Foundation,Peshawar,Rural School Rehabilitation,"Rs 287,700","Rs 287,700",Approved,Compliant with Guidelines,"1,905,975",INV-O1BXBA22,Bright Future Printers ,BR-ALF-1934969957,Bank Alfalah,FALSE
9/29/2023,Nadia Malik,Roshan Welfare Trust,Haripur,Rural Boys College School Rehabilitation,"Rs 2,380,400","Rs 2,380,400",Approved,Compliant with Guidelines,"20,042",INV-HYH9OJGU,PakTech Equipments ,BR-SCB-8524181012,Standard Chartered Pakistan,FALSE
1/5/2023,Sana Shah,Green Villages Pakistan,Ghotki,Small Aggriculture Businesses,"Rs 676,300","Rs 676,300",Approved,Compliant with Guidelines,"16,456",INV-3EV6NZ81,PAK-National Fertilizer Corporation (PNFC),BR-UBL-2833342994,United Bank Limited,FALSE
12/20/2021,Yasir Ahmed,Sahara Development Foundation,Nowshera,Govt. High School Rehabilitation,"Rs 66,700","Rs 66,700",Approved,Compliant with Guidelines,"38,231",INV-GNPYHRFO,PakTech Equipments ,BR-ASK-8825964393,Askari Bank,FALSE
5/2/2024,Nadia Raza,Sahara Development Foundation,Lahore,Clean Water & Sanitation Project,"Rs 544,300","Rs 544,300",Approved,Compliant with Guidelines,"13,004,135",INV-Z9Q8SU5N,RO-PureWater Plant,BR-HBL-5481019048,Habib Bank Limited,FALSE
8/24/2023,Aisha Javed,Sehat & Taleem Initiative,Swabi,Rural Govt. Girls School Rehabilitation,"Rs 1,454,700","Rs 1,454,700",Approved,Compliant with Guidelines,"46,320",INV-7JMKJLND,Saeed developers ,BR-MCB-4328164586,MCB Bank Limited,FALSE
5/31/2023,Omar Shah,Nishat Welfare Organization,Karachi,Rural Govt.School Rehabilitation in Nazim Abad,"Rs 1,288,500","Rs 1,288,500",Approved,Compliant with Guidelines,"18,870,000",INV-VBBBVMIA,Siddique Builders ,BR-FBL-6640235382,Faysal Bank,FALSE
7/17/2022,Hassan Anwar,Roshan Welfare Trust,Karachi,Vocational Training for Youth  in Liyari,"Rs 836,000","Rs 836,000",Approved,Compliant with Guidelines,"18,870,000",INV-8PGBZQ35,Al-Faisal Supplies ,BR-HBL-0076738777,Habib Bank Limited,FALSE
7/10/2023,Usman Ahmed,Green Pakistan Welfare,Karachi,Maternal and Child Health Outreach,"Rs 6,977,800","Rs 6,977,787",Approved,Compliant with Guidelines,"18,870,000",INV-BY23HK7D,Al-Faisal Supplies ,BR-ASK-5980422636,Askari Bank,FALSE
